id,views,mean_rating,bayesian_rating,ratings,follows,manga_comments,chapter_comments,title
23474,126252,8.88,8.67,268,4524,72,200,Samenai Machi no Kissaten
23475,5537,7.35,7.85,17,217,0,0,Onnanoko x Onnanoko Collection
23476,14470,7.05,7.76,20,365,2,0,Drag-On Dragoon - Utahime Five
23479,214352,7.14,7.36,219,5725,28,104,I Shall Seal the Heavens
23482,50461,8.99,8.57,118,2742,26,166,Fushigi no Kuni no Bird
23483,91152,6.59,7.19,105,1567,13,68,Life of a Lily
23484,118083,6.06,6.9,105,3641,36,53,Why not go to JUSCO with me, Valkyrie?
23485,13233,6.08,7.72,12,870,3,0,Love Academy
23486,23864,8.62,8.06,13,391,9,18,Yowamushi Pedal - Spare Bike
23488,11708,8.53,8.15,40,485,0,1,The Grimoire of Marisa [Touhou Project]
23489,300441,8.38,8.31,440,5151,139,418,Shuukan Shounen Hachi
23490,691282,8.09,8.08,1245,17276,157,756,Yowai 5000-nen no Soushoku Dragon, Iware naki Jaryuu Nintei
23491,81757,7.98,7.97,124,2553,10,69,Mirai no Fu Fu Desu Kedo?
23496,4671,7.45,7.77,53,235,0,1,I Think About You All The Time 
23499,303336,9.31,9.19,868,9394,115,381,Ojisama to Neko
23501,16573,7.61,7.87,28,471,3,1,Coneco!!
23505,8889,6.79,7.73,19,271,0,0,Anego!!
23506,5806,5.95,7.51,22,233,0,2,Elfen Lied (Blu-Ray Bonus)
23509,135987,8.67,8.46,190,3969,6,91,Kono Subarashii Sekai ni Shukufuku wo! Spin-off: Kono Kamen no Akuma ni Soudan wo!
23511,14254,6.83,7.82,12,359,10,0,Mononofu!
23512,9673,6.93,7.82,14,317,3,0,Nanairo Karen
23513,51636,7.83,7.9,78,2681,23,44,Motokare ga Fudanshi ni Natteorimashite.
23514,70668,5.77,7.06,57,2244,12,12,My Office Ladies
23515,240123,8.07,8.04,181,7828,27,54,Megami-ryou no Ryoubo-kun
23516,7116,7.4,7.88,15,213,1,0,Ura Ura Jungle Heat
23517,6542,6.29,7.68,17,229,0,0,Let\'s Play Lovegames, Shall We?
23518,28716,7.59,7.84,44,707,2,0,Ne.To.Ge Lovers in Cyber World
23520,53638,6.18,7.29,49,1422,9,15,Leaf and Bell
23521,4258,6.58,7.61,26,158,0,0,Oshioki da yo, Shiba-kun
23523,71192,8.56,8.43,304,2688,48,29,Hosaka-sensei no Ai no Muchi
23526,32532,6.13,7.55,23,932,5,6,Detective Lady
23530,21923,8.14,7.99,14,638,2,1,Takunomi.
23531,82548,5.05,6.67,66,2906,11,15,Schoolmate Kiss
23533,1351371,6.88,6.96,1096,24778,205,853,Megami no Sprinter
23534,306971,6.14,6.57,268,7129,42,230,Oniisan no Hikkoshi no Katazuke ga Susumanai
23535,216137,8.78,8.61,323,8201,85,552,Tengoku Daimakyou
23536,137675,7.1,7.34,211,5319,43,185,Yakedo Shoujo
23538,5454,8.06,8.0,48,325,5,0,Yasetai-san to Shitsuren-chan
23542,34629,6.17,7.02,90,1182,24,6,Loser
23543,20278,8.58,8.23,60,1013,3,0,Houkago no Yuutousei
23544,250182,8.43,8.35,382,3802,33,30,Love Is An Illusion
23546,14845,6.72,7.61,29,338,0,1,One Piece x Toriko: Taste of the Devil Fruit
23547,12135,8.09,8.01,44,467,6,11,Yoshitomi Akihito Unrecorded Works
23548,4894,8.16,8.0,19,49,15,0,Kuso Miso Technique
23549,6843,8.1,8.0,30,405,0,0,Aqua Bless
23550,18502,7.85,7.92,52,1005,1,1,Taihen Yokudekimashita?
23551,1017827,6.9,6.95,1575,35235,264,562,Nidome no Yuusha
23553,204009,6.86,7.19,194,6271,42,68,Junk the Black Shadow
23556,175391,5.86,6.41,232,2977,51,71,Torture Tournament
23558,68674,7.15,7.56,80,1946,16,34,Flirt With A Prince
23560,18250,7.62,7.85,42,840,9,2,Jun and Kaoru (Webcomic)
23561,308459,8.31,8.21,202,6780,20,147,Zoku, Kono Subarashii Sekai ni Bakuen wo!
23563,110626,8.1,8.06,197,2788,36,140,Beware of Demons
23565,219080,7.33,7.56,144,5267,29,123,Paranoia Cage
23566,7010,8.0,7.97,22,152,1,1,Fate/Grand Order - Owaranu Natsu no Ou-sama Kibun! (Doujinshi)
23569,4148369,9.27,9.26,8741,90728,610,28,Gokushufudou: The Way of the House Husband
23570,27365,8.14,8.09,217,1386,15,5,Ren-Chin Girl
23571,872887,7.5,7.55,661,18417,113,833,Kimi wa 008
23574,46314,7.02,7.64,42,2025,7,24,Yuanshan Qianlin
23576,85905,8.14,8.1,284,2838,23,78,Men\'s Life
23579,55522,8.21,8.09,75,1178,14,4,Oppai, Futomomo, Sokoni Short Pants
23580,6075,8.08,8.01,49,302,4,3,The Sunset, Aromas, and the Signs of Love
23582,14168,6.0,7.3,42,564,5,0,Otome x Chigiri
23583,5192,7.5,7.88,20,246,1,0,Kuuchuu Teien no Hitobito
23584,5702,8.79,8.12,19,96,5,0,Naruto - A New Day Will Begin (Doujinshi)
23587,80943,8.29,8.02,17,619,8,0,Seesaw Game
23589,8745,6.56,7.74,16,255,1,1,Narikiri Lovers
23590,10374,6.85,7.81,13,228,0,0,Bottomless Swamp (PILOT)
23591,794321,6.73,6.81,1238,14785,137,819,Is It Okay to Touch Mino-san There?
23592,10479,7.31,7.87,13,289,2,0,Akai Ringo no Nakami Jijou
23593,23139,5.48,7.14,40,791,8,5,Cairo
23594,57549,6.95,7.54,60,1221,4,0,A Week of Lust
23596,13360,7.84,7.9,90,460,3,0,A Song of Blood and Fire
23597,14184,6.4,7.8,10,265,2,0,Hime Monogatari
23603,3329,8.02,7.99,41,196,3,2,Shoujo Holic
23604,4347,7.11,7.69,35,156,2,0,Primal
23605,3219,7.64,7.93,11,100,3,0,Toshoshitsu no Kimi
23606,613568,9.27,9.21,1583,17821,241,1893,Sengoku Komachi Kuroutan: Noukou Giga
23607,29418,8.5,8.14,28,965,8,0,Tantei no Tantei
23608,237119,7.35,7.55,170,5762,57,141,Tsubaki-sama Hasn\'t Bloomed Yet!
23609,12028,6.97,7.68,31,371,2,0,Re:CREATORS One More
23610,5346,7.1,7.8,20,221,0,0,Kaichou to Fukukaichou
23611,14577,8.72,8.1,18,420,0,0,Sore wa Rekishi ni Kakanaide!
23612,87616,7.0,7.28,198,1558,72,69,Umareru Seibetsu wo Machigaeta!
23613,161943,7.9,7.92,148,5831,31,48,Maohritsu Chu-boss Yousei Academia
23614,7542,6.13,7.55,23,238,0,0,37&deg;C Spirits
23615,10193,8.02,7.98,41,296,2,1,Ai to Makoto
23618,66150,7.28,7.71,47,1387,7,12,Release The Spyce: The Secret Mission
23619,10070,8.25,8.01,16,531,0,2,X
23620,140683,6.9,7.36,108,2889,16,63,Maou ga Yadoya wo Yatte Inu.
23625,19343,7.28,7.76,32,447,4,10,Yuri Tantei YuriAnzu
23626,6001,8.48,8.1,27,217,2,4,Suzumiya Haruhi - Kyon Haruhi Daughter and Son. (Doujinshi) 
23627,8887,7.18,7.73,34,322,0,1,Shousetsuka no Shitsukekata
23628,22870,8.41,8.1,34,185,3,0,JoJo\'s Bizarre Adventure - Father and Daughter Story (Doujinshi)
23629,3466,7.23,7.86,13,132,2,0,Morning \\u2605 Call
23630,112841,8.03,8.0,87,3753,32,28,86 &mdash; Eighty Six &mdash;
23631,2217424,8.37,8.36,2368,49605,349,3157,Seijo no Maryoku wa Bannou Desu
23632,3445,6.75,7.79,12,130,1,0,The Papaya Gang
23634,1245277,8.3,8.29,1891,40354,195,1864,Yuukyuu no Gusha Asley no, Kenja no Susume
23635,1213370,7.11,7.15,1494,26587,428,2426,Potion Danomi de Ikinobimasu!
23636,43104,8.23,8.04,35,690,9,46,Hajime-chan ga Ichiban!
23637,23666,3.13,7.17,15,609,0,0,I Will Wait for You in the Next Life
23638,2992,6.2,7.61,20,74,1,1,If I Could Fly
23639,4854,7.1,7.8,20,116,3,0,Byouto Shoujo Kan
23640,16970,8.18,8.0,17,264,1,0,Girls Girls
23641,60796,9.15,8.8,190,1712,40,35,Kemono Friends - If a Snake Friend appeared in Japari Park Instead (Doujinshi)
23643,51273,8.95,8.51,100,1317,9,37,Sora yori mo Tooi Basho
23644,13318,6.5,7.7,18,604,1,0,Negima!? Neo
23646,7889,7.93,7.96,29,242,0,0,Made in Abyss - Aubade in Nanachi (Doujinshi)
23647,4141,8.03,7.99,32,180,2,0,YuruYuri - NuruYuri
23648,2507,7.5,7.85,17,159,6,0,Saya no Uta - Okaerinasai (Doujinshi)
23658,17643,7.78,7.92,18,628,0,0,Tinderbox
23660,5657,7.29,7.87,14,218,0,0,Shokugeki no Soma - The Book of Alice (Doujinshi)
23661,875055,8.34,8.31,916,21437,143,1458,Yonakano Reiji ni Harem wo!!
23664,15255,7.93,7.96,30,231,3,3,Fate/Grand Order - D\'&eacute;on &amp; Astolfo (Doujinshi)
23666,3615,7.86,7.95,14,140,0,0,Hitozuma ni Love Letter o Okutte Mita
23672,13520,7.83,7.92,35,559,3,1,Marked Girls (Doujinshi)
23674,6287,7.7,7.91,20,212,0,0,Kono Subarashii Sekai ni Shukufuku wo! - Kotoba ya Moji o Tsukawanakute mo Kokoro ga Tsuujiau Koto tte Nandakke? (Doujinshi)
23677,6259,7.64,7.92,11,364,0,0,Shujuu Ecstasy
23678,13100,8.25,8.06,40,527,1,1,Shoujo no E ~squeezecandyheaven Soushuuhen~
23679,14709,7.63,7.91,16,615,0,0,Kimi o Sasou Uzuki Ana
23681,14504,7.47,7.88,17,569,3,3,Kimi to Naka Yoshi
23685,4426,6.29,7.64,17,273,1,0,GalPa! 2
23687,4648,6.33,7.67,18,185,0,0,Kono Subarashii Sekai ni Shukufuku wo! - Kouma Kesshouroku (Doujinshi)
23688,1487,7.7,7.93,10,123,0,0,Occultic;Nine - Syoku (Doujinshi)
23689,1891,6.52,7.67,21,188,0,0,sparkling vacation
23690,6433,8.0,7.97,21,272,1,0,H na Toshiue no Hitozuma Onna Joushi Bon
23692,2299,7.58,7.91,12,124,0,0,Dragon Quest III - Yurushite! Souryo-san (Doujinshi)
23693,3950,7.42,7.89,12,133,0,0,Love Live! Sunshine!! - THE BOOK OF RIKO (Doujinshi)
23694,2610,7.43,7.85,21,251,0,0,Omoichigai
23697,11193,7.93,7.95,42,335,3,0,Bokutachi wa Benkyou ga Dekinai - Sensei wa Seisou ga Dekinai (Doujinshi)
23699,3763,6.81,7.78,16,181,0,0,Doa no Mukougawa
23700,21735,7.18,7.8,22,717,12,1,I\'m a Royal Tutor in My Sister\'s Dress
23701,102000,7.85,7.89,150,3416,32,46,Full Marks, Hidden Marriage
23705,3975,8.06,7.99,33,124,4,0,Mika, Saigo no Hi
23706,2309983,8.57,8.55,3760,57634,409,2410,Kami-tachi ni Hirowareta Otoko
23708,6507,7.42,7.9,12,213,6,0,Remote
23709,1449386,6.85,6.9,1699,43030,167,789,Moto Saikyou no Kenshi wa, Isekai Mahou ni Akogareru
23710,506880,8.54,8.49,962,17954,131,471,Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari
23712,13005,9.11,8.17,18,513,6,1,Aono-kun ni Sawaritai kara Shinitai
23716,794749,7.61,7.64,975,22901,121,595,Wanwan Monogatari ~Kanemochi no Inu n shite to wa Itta ga, Fenrir ni shiro to wa Itte nee!~
23717,30511,6.49,7.45,43,732,1,4,Six Girls (?) In A Hotspring
23718,45038,7.62,7.81,68,1596,9,36,Futakaku Kankei.
23719,66793,7.3,7.6,99,1659,7,38,Angel Love
23720,5143,7.29,7.86,14,229,0,0,An Older Woman
23721,148073,7.98,7.97,250,3887,60,0,Memesis
23722,6369,7.65,7.9,20,228,0,0,Cutie Beast Kanzenban
23723,977,7.45,7.89,11,56,0,0,Love Live! - Please Touch Me (Doujinshi)
23724,5568,9.22,8.24,23,187,2,4,Touhou - Vector Spectacle (Doujinshi)
23727,789560,8.56,8.51,1003,26461,138,508,Monster Musume no Oishasan
23730,8513,8.24,8.01,17,384,0,0,Makunouchi Deluxe
23731,20579,7.21,7.71,38,295,1,0,My Director
23732,71403,8.69,8.51,261,2114,12,59,Dokgo
23735,25936,8.99,8.48,82,787,2,3,Dokgo Rewind
23736,25333,7.92,7.96,26,918,1,7,Birdy the Mighty
23737,12590,8.72,8.24,47,373,0,0,Tong Classified
23738,18681,8.71,8.25,51,409,3,0,Tong Vanity
23739,32092,8.58,8.28,88,1325,2,34,Bishoujo Senshi Sailormoon
23743,23991,6.77,7.8,13,481,3,0,Mikarun X
23744,487722,6.62,6.86,379,11271,37,204,Otona no Bouguya-san
23746,14633,7.04,7.75,24,368,2,3,Glass no Megami
23747,1587007,6.76,6.81,1750,39219,287,1350,Sekkaku Cheat
23750,8842,6.19,7.61,21,156,0,1,Yume ni Tobu Tori
23751,4736,5.53,7.59,15,106,0,0,Kowarekake no Omocha
23752,11248,7.63,7.88,27,327,1,0,Sex Therapist
23754,7724,8.63,8.15,32,266,3,0,JK Bitch no Renai Soudan
23760,21850,8.16,8.12,264,1753,12,14,Let\'s Meet Again Tomorrow
23762,8188,7.0,7.72,24,165,1,1,Sandu
23764,2947,7.82,7.95,11,111,2,0,Oka no Ue no Hanashi
23765,1021603,7.95,7.95,1351,34061,177,623,Isekai Yururi Kikou: Kosodateshinagara Boukensha Shimasu
23767,23770,8.51,8.17,47,978,3,2,Rin x Mama
23770,3758,8.54,8.1,24,90,4,2,Boss Battle
23771,98700,9.18,9.09,1119,5732,62,72,Trapped
23773,1172552,7.44,7.48,972,22351,188,1393,Rakujitsu no Pathos
23774,1456764,8.52,8.5,2403,46379,358,1318,Tensei Shitara Dragon no Tamago Datta - Ibara no Dragon Road
23775,7259,6.94,7.58,48,229,1,2,Yarisugi Party Night
23776,7641,7.68,7.85,57,336,1,0,Kannou Reminder
23777,381428,7.16,7.38,216,4315,57,388,Dorei Yuugi
23779,27412,6.91,7.54,55,503,1,4,Aisaretatte Nugimasen
23781,2788,7.36,7.88,11,73,1,0,Tenkan
23782,22585,4.69,7.51,13,406,3,1,Aoi no Yuuwaku
23784,25889,6.6,7.5,42,965,22,27,Kuromachi
23785,299376,8.93,8.8,553,10503,74,308,Renjoh Desperado
23787,31498,8.51,8.22,68,1118,4,24,Petit Mignon
23788,26340,7.13,7.78,23,841,1,12,Panfia
23789,7640,7.98,7.96,41,240,4,0,Vengeance
23790,49712,6.21,7.47,29,895,3,0,Qin Xia
23791,183914,8.58,8.49,522,4471,26,25,Kanojo de Ippai
23793,65148,8.02,7.99,52,1468,28,53,Fumikiri Jikan
23795,174025,8.7,8.52,249,4412,49,85,Otakare Fujokano
23796,37903,7.64,7.85,44,918,9,5,Princess Agent
23797,5163,7.94,7.96,31,199,2,0,Miki no Bouken
23798,47799,4.96,6.74,57,1358,5,9,Sword Art Online - Ordinal Scale
23800,4729,8.1,7.98,11,149,0,0,Granblue Fantasy - The Book of Narmare (Doujin)
23801,646086,8.8,8.71,717,13545,111,828,Bakemonogatari
23802,651314,5.46,5.68,860,14038,148,296,Elf Yome to Hajimeru Isekai Ryoushu Seikatsu
23803,4010,7.94,7.96,17,77,0,0,Touhou - Kimi ga Kitara. (Doujinshi)
23804,19330,8.31,8.08,42,485,7,2,Futabu!
23805,4918,7.2,7.85,15,172,0,0,Dagashi Kashi - Yuri, Dagashi. (Doujinshi)
23806,52688,8.33,8.12,57,1422,24,84,Madowanai Hoshi
23808,3456,8.19,8.0,16,80,2,0,Touhou - No Hiding (Doujinshi)
23809,22409,8.58,8.08,19,534,7,69,Otoko Ippiki Gaki Daisho
23811,1742686,9.09,9.06,3176,34880,724,7416,Boku no Kokoro no Yabai Yatsu
23812,252972,8.43,8.32,268,6298,37,702,Buddha Cafe
23814,5181,7.05,7.79,19,130,1,0,Gyakuten Trap
23817,3417,5.64,7.69,11,44,1,0,Papa wa Uchuujin
23818,15261,7.67,7.9,24,828,10,16,Gokusai no Ie
23819,20330,8.52,8.12,31,1562,3,0,Final Fantasy: Lost Stranger
23822,9862,5.07,7.52,15,114,2,0,Red Shisa
23823,37585,8.0,7.97,21,1079,10,84,Inubaka
23825,2799101,8.86,8.83,3002,42227,288,5385,Senpai ga Uzai Kouhai no Hanashi
23826,28991,7.39,7.79,38,1698,6,8,Fukaku ni mo Kyun to Kita
23828,231580,6.75,6.97,375,3734,123,606,Sensei no Shiroi Uso
23829,21755,6.12,7.48,25,287,5,2,Adventures of God
23832,7930,7.04,7.74,26,343,5,0,Suichuu Kishi
23833,132886,7.6,7.67,307,3300,29,190,Jinrou Game: Beast Side
23834,567426,6.15,6.43,457,8822,45,436,Holy Ancestor
23835,26032,8.28,8.05,25,700,4,5,Hirogaru Chizu to Houkiboshi
23836,205789,7.88,7.9,271,5544,59,8,Yancha Gal no Anjo-san (Web)
23837,39326,7.46,7.82,13,511,3,0,Ai Tenchi Muyo
23838,16908,5.97,7.39,31,316,1,1,Kashiwagi Kyoudai no Renai Jijou
23840,30414,7.39,7.61,129,1019,13,18,Saeki-kun ni Tsunagatchau!
23841,42536,8.19,8.11,148,1820,11,53,Yamase wa Doko e Itta?
23842,358676,7.21,7.3,621,8788,81,192,EDEN
23843,6327,8.33,8.03,18,291,0,0,Tekkon Kinkreet
23844,6285,7.33,7.88,12,194,0,0,Juunikyuu de Tsukamaete
23845,8868,8.5,8.05,14,381,2,1,The Big O
23848,17591,6.06,7.44,31,252,2,0,Ji Ye and Guan Shan
23851,1072128,8.6,8.56,1356,23143,196,1262,Retired Heroes
23852,5913,8.08,7.99,13,191,2,0,Bokunchi no Kaseifu-san
23853,1626919,7.32,7.34,1865,47956,206,1535,Maou-sama no Machizukuri! ~Saikyou no Dungeon wa Kindai Toshi~
23856,36665,8.89,8.72,350,1663,11,14,Kimi no Na wa. - Okashii Onee-chan (Doujinshi)
23857,10503,7.69,7.93,13,253,0,0,Anata wo Sutte mo Ii Desu ka?
23858,8442,8.43,8.19,74,335,2,0,Bokura wa Nando mo Koi o Suru
23859,62038,8.22,8.15,213,1189,10,8,Karakai Jouzu no Takagi-san - Karakai Jouzu no Nishikata-kun (Doujinshi)
23861,11720,7.25,7.83,16,228,3,11,Reset Man
23862,606432,8.96,8.9,1370,16084,117,789,Bocchi Kaibutsu to Moumoku Shoujo
23863,126121,8.24,8.16,205,4159,45,77,Succubus ja nai mon!
23864,284384,7.25,7.35,504,6677,56,389,Sensei Lock-On! 2nd
23869,2876,8.86,8.1,14,67,1,1,Touhou - Aijou Takusan Tsumekomimashita! (Doujinshi)
23872,8559,7.44,7.88,16,308,3,8,Asatte Dance
23874,25437,7.58,7.78,73,699,7,2,Haru Wa Watashi Wo Baka Ni Suru
23875,5210,7.33,7.73,48,328,3,2,Shikametsura ni Kiss
23877,114783,8.3,8.2,175,2500,54,172,Kare wa Kanojo ni Kawaru no de
23881,9040,8.38,8.03,16,412,3,2,RG Veda
23882,25597,7.31,7.66,74,1034,14,3,Kuzu no Honkai d&eacute;cor
23883,1418007,5.17,5.3,1733,32644,258,1005,Jichou shinai Motoyuusha no Tsuyokute Tanoshii New Game
23884,6359,5.8,7.54,20,156,1,0,Ayashi Kazokukeikaku
23886,3451,5.73,7.62,15,65,0,0,Abakareru Yoru
23887,327782,8.25,8.2,371,10358,59,553,Sounan desu ka?
23889,19426,6.4,7.66,20,357,8,4,Fragments
23891,6610,7.04,7.63,47,244,2,3,About a Girl
23898,8698,8.23,8.0,13,276,2,0,City of Darkness 2
23900,26316,8.56,8.34,131,1241,0,68,Feng Shen Ji II
23902,24668,8.61,8.36,127,1163,2,87,Feng Shen Ji III
23904,14909,8.76,8.23,41,652,4,5,2001 Nights
23910,130119,8.52,8.46,616,4334,73,139,For Imperfect People
23913,11253,7.88,7.95,17,346,7,0,Lolicon Phoenix
23917,10312,8.85,8.1,13,372,4,0,Doko ka Tooku no Hanashi wo Shiyou
23919,55143,8.95,8.7,244,2463,37,6,H.P. Lovecraft\'s The Colour Out of Space
23920,4249,6.7,7.77,10,141,0,0,Koi ni Ochita Ouji-sama
23929,173025,8.64,8.5,302,6646,63,195,Ore to Hero to Mahou Shoujo
23931,29483,8.83,8.29,47,1369,17,0,Majo to Yajuu
23932,148090,8.61,8.51,461,5107,102,534,Wakusei Closet
23933,77515,8.63,8.34,102,2763,32,0,Mononogatari
23941,1507653,7.72,7.72,2457,53413,287,1628,Berserk of Gluttony
23942,4482,7.63,7.9,19,162,3,0,Zettai Seikou Keikaku
23943,56973,7.67,7.85,55,1716,7,22,Sore Hodo Hima De Wa Arimasen.
23944,104852,8.67,8.55,390,3603,24,106,REIGEN
23946,4703,6.29,7.68,17,108,0,0,Adeiro Yuugi
23962,10362,7.95,7.96,60,387,5,0,Service Area
23967,18252,7.49,7.73,78,757,2,3,Shinbunbu no Komatsu-san
23972,4728,7.96,7.97,24,188,2,0,Koroshiya Akazukin
23979,4699,7.34,7.81,29,138,0,3,Ashita mo Tanin
23983,4917,5.36,7.66,11,152,1,0,Mare
23984,5559,8.19,8.01,21,79,9,0,Magic Mushroom
23986,124240,7.51,7.63,230,3632,46,76,Urami-san wa Kyou mo Ayaui
23991,80308,5.75,6.87,79,1846,20,19,Shibuya Kingyo
23992,342914,8.23,8.15,217,5788,20,111,Yuragi-sou no Yuuna-san - Digital Colored Comics
23993,149072,6.86,7.04,425,4869,78,346,Madonna ga Glass Case no Naka
23994,23582,6.97,7.69,32,931,9,1,Bokura no Meikyu
23997,7942,7.27,7.78,30,314,1,4,Shoujikimono ga Baka wo Miru
24010,16763,7.65,7.9,20,379,1,0,Uchi no Musume ni Te o Dasu na! - Amazing Eighth Wonder
24011,16093,7.07,7.82,14,343,1,0,Uchi no Musume ni Te o Dasu na! - Milf of Steel
24015,6853,6.3,7.79,10,81,1,0,Fading Colors
24018,58666,6.29,7.29,55,725,17,11,Don\'t Touch Me!
24019,73902,7.72,7.82,100,1017,17,6,One Sided Love
24021,13013,6.45,7.29,66,503,4,1,Enjo Mate
24022,246842,6.72,7.06,221,6158,24,68,Maou no Mama ni Narundayo
24025,3180,7.07,7.84,14,117,0,0,Me ha Kuchi Hodo ni Ai wo Iu
24031,4155,7.42,7.86,19,218,1,0,Logick
24032,8127,6.9,7.85,10,261,5,6,Basuke no Megami-sama
24034,3639,7.2,7.88,10,146,1,0,Minamission
24037,2478,7.15,7.86,13,142,1,0,Granblue Fantasy - VAMPIRE SANDWICH (Doujinshi)
24038,1878,6.36,7.62,11,91,0,0,Fate Grand Order - Fate/DTorder course:Alexander (Doujinshi)
24039,8285,6.39,7.68,18,231,1,0,Mesuiki Otokonoko Switch
24040,11505,7.71,7.89,31,396,6,2,Nadenade Shikoshiko
24051,59849,8.93,8.56,131,1936,14,12,Banana Fish
24055,44445,6.5,7.4,44,1650,3,7,Snowman - Frozen Heart
24058,6574,7.79,7.93,19,309,1,3,Rumic Theater
24059,27009,9.13,8.74,164,1345,23,31,Harenochi Shikibu
24063,16163,6.8,7.58,40,414,4,6,Kijin Gahou
24064,20826,6.9,7.4,92,923,3,1,Sai Kyou Yankee to Makeinu na Ore
24065,45329,7.82,7.87,169,1486,4,5,K-ON! College
24067,27965,7.75,7.83,132,1118,4,2,K-ON! High School
24068,3650,5.0,7.53,10,217,2,1,Rabu Kue
24074,4871,7.23,7.87,13,192,1,0,Amanojaku ga Koi o Shite
24075,99767,7.22,7.7,45,1108,13,1,Gomen ne Money
24076,365967,6.48,6.77,349,6467,77,137,Tama Kick
24078,4175,6.79,7.74,19,152,3,2,Angel Drop
24083,3692,7.18,7.87,11,85,0,0,Cowa
24085,4546,6.78,7.75,18,271,3,1,Kunoichi Joshikousei Otonashi-san
24090,8845,7.55,7.91,11,176,2,0,Tenkei no Arimaria
24091,11415,8.07,8.0,41,532,5,0,Ueki no Housoku Plus
24093,8132,4.18,7.14,22,164,8,3,Yugawara-kun wa Ooyamada Danshi Koukou de Moteru Houhou o Kangaeteita ga
24094,3701,6.9,7.85,10,54,0,0,Mabataki no Aida
24095,5433,7.25,7.79,24,159,4,5,Our Journey to Lesbian Motherhood
24097,127136,7.25,7.49,158,2750,64,64,The Balls of the Elves
24098,3811,6.55,7.79,11,120,0,0,Devilman vs Getter Robo
24099,14287,8.13,8.01,30,514,12,0,HAMPTON SISTETS
24103,5277,7.64,7.91,14,146,0,1,Ragnarock City
24104,3668452,8.92,8.91,5690,82407,523,5621,Sono Bisque Doll wa Koi wo Suru
24106,18914,8.67,8.26,58,821,22,27,Raika Days
24108,26332,8.02,7.99,52,702,2,0,My Blood and Soul to You
24109,22429,9.05,8.2,22,831,0,15,K-ON! Story Anthology Comic
24112,2549,8.0,7.97,14,75,0,0,Touhou - Lewd Drawings in Spring Scenery (Doujinshi)
24113,14675,8.06,7.98,18,304,0,0,Slow Start Anthology Comic
24119,163802,6.91,7.28,153,3695,17,30,All Heavenly Days
24120,155261,7.2,7.47,154,3783,17,41,I am a Great God
24121,959431,8.28,8.26,1212,26106,133,480,Boku no Kanojo wa Saikoudesu!
24123,865001,7.32,7.37,1082,27076,146,789,Shinka no Mi
24124,2726,7.6,7.91,10,94,1,0,Pure Marionation
24133,9952,8.7,8.05,10,133,0,1,Captain Tsubasa - Kaigai Kekidou-Hen - En La Liga
24134,58014,7.19,7.57,85,2522,37,82,Neolith Girl
24139,11078,6.85,7.82,13,218,0,3,Punch &uarr;
24140,11711,7.78,7.89,65,308,0,0,Hachimitsu Darling
24145,2962,6.29,7.63,14,108,0,1,Hada no Ue no Renai Jijou
24146,5283,5.25,7.56,12,160,0,0,Animal Joe
24147,7891,7.89,7.95,19,396,4,2,Catcher in the Rhyme
24149,79587,8.47,8.3,158,3772,28,21,Cultivation Chat Group
24150,82848,7.6,7.76,102,2589,21,32,The Rebirth of Noble: Revenge
24153,507315,8.64,8.57,651,14861,85,188,Senpai&times;Kouhai
24158,8057,7.76,7.93,17,235,1,0,Black Diamond
24163,394745,6.31,6.61,370,8077,49,197,Chaotic Sword God
24164,108917,8.98,8.65,165,3996,46,329,Nyanko Days
24165,689013,7.45,7.51,612,19371,125,1071,The Life of the Witch Who Remains Single for About 300 Years!
24170,4896,6.54,7.77,13,125,0,0,Hajishirazu na Yoru
24176,19813,8.6,8.04,10,957,9,3,Zero no Dai Kenja ~ Wakagaetta Saikyou Kenja Wa Shoutai o Kakushite Nariagaru
24182,7713,6.67,7.8,12,241,1,0,Amai Kuchibiru
24186,6146,8.78,8.11,18,346,0,0,Fate/stay night - THE BOOK OF SAKURA (Doujinshi)
24198,6287,8.6,8.04,10,180,2,3,Saber Tiger
24200,89122,8.23,8.13,132,3011,9,22,Gal to Tsukiacchatta Anthology
24201,4907,7.53,7.81,36,197,1,0,December\'s Heartbeat
24202,70324,8.11,8.07,181,2944,15,36,Honto no Kokoro
24204,652571,7.81,7.83,644,14996,96,1197,Battle in 5 Seconds After Meeting
24206,1117116,7.7,7.71,1486,30797,241,1099,Buta Koushaku ni Tensei Shitakara, Kondo wa Kimi ni Suki to Iitai
24207,20532,8.47,8.15,47,1122,15,0,Yajuu Sensei no Maid-san
24209,7379,6.0,7.66,15,310,0,0,Kore ga Watashi no Goshujin-sama
24210,58747,8.75,8.15,24,784,7,71,Kindaichi Shonen no Jikenbo - Case Series
24211,1452999,6.8,6.86,1548,35149,207,1289,NEET dakedo Hello Work ni Ittara Isekai ni Tsuretekareta
24212,33427,8.89,8.51,113,938,29,89,My Home
24213,413389,7.21,7.28,779,13347,138,529,29 to JK
24214,27459,7.05,7.56,64,1183,11,0,Wangtangchang the Yurutto Hunter
24215,195850,8.21,8.18,561,6688,34,154,Okite Kudasai, Kusakabe-san
24219,41164,5.74,6.46,170,1170,13,34,Touma-kun
24220,115516,6.18,6.71,197,3160,30,141,Liberty
24222,79665,7.42,7.64,120,2726,8,48,Motto Hanjuku Joshi
24225,1278001,9.26,9.22,2586,12671,190,2929,Here U Are
